Év;Hét;Forduló;T13p1;Ny13p1;Eredmények
2013;40;2;0;0;X11X2X21X1XX21
2013;40;1;2;1362765;211222X12XX112
2013;39;2;4;6786720;1111XXX2212XX2
2013;39;1;0;0;111121X12XX21X
2013;38;2;0;0;2X22XX211211X2
2013;38;1;0;0;1122X222121111
2013;37;2;0;0;21112111XX1X12
2013;37;1;25;424690;2212111X2121X1
2013;36;2;0;0;1X22XX2211XX22
2013;36;1;0;0;XXX11X12111X21
2013;35;2;521;14430;11111221111122
2013;35;1;0;0;1112X22XX11222
2013;34;2;4;1437930;1111211212111X
2013;34;1;0;0;212XX222XX1X1X
2013;33;2;1;7658355;2122121X122112
2013;33;1;0;0;XX112X211X1X12
2013;32;2;8;838485;2111X21X211112
2013;32;1;0;0;1X2XX1X212X2X1
2013;31;2;1;2956180;1121221X12X222
2013;31;1;2;22168780;XX1X122XX11211
2013;30;2;0;0;1X1211211X11X2
2013;30;1;0;0;11X11121X2222X
2013;29;2;0;0;12XXX2122121X1
2013;29;1;0;0;2122X12X2X1112
2013;28;2;0;0;1121X1122XX2X1
2013;28;1;0;0;X1211XX1221212
2013;27;2;0;0;1X122X2121121X
2013;27;1;0;0;22XXX12222122X
2013;26;2;0;0;12111X2X1X11X1
2013;26;1;0;0;1X1121122X111X
2013;25;2;5;1184815;12111X21X112X2
2013;25;1;0;0;11111112XX2222
2013;24;2;6;2200140;11XX11X1221121
2013;24;1;0;0;X21X21X1111X21
2013;23;2;0;0;2XX21X1221X21X
2013;23;1;1;2363840;11211X12121111
2013;22;2;1;4525310;11121X1X11211X
2013;22;1;1;37798765;21X212X21211X2
2013;21;2;0;0;222XX111X1112X
2013;21;1;0;0;12111XX1X21121
2013;20;2;0;0;221X212X222111
2013;20;1;0;0;22X11211112X21
2013;19;2;0;0;11222XX21X1X22
2013;19;1;0;0;2222X22X12X211
2013;18;2;0;0;2X2XXX12111X21
2013;18;1;5;445420;12X1X1112X2211
2013;17;2;12;3369780;1112X1X21221X1
2013;17;1;0;0;1121111211XX12
2013;16;2;0;0;21112111X11X21
2013;16;1;0;0;11X111X1X222X2
2013;15;2;0;0;1X22XX11212X2X
2013;15;1;0;0;11X22X21122X1X
2013;14;2;0;0;22X1121X1XX112
2013;14;1;0;0;X112X22X1211X1
2013;13;2;2;2892680;21X11X2X122112
2013;13;1;3;4250130;X1X112X1X2X11X
2013;12;2;0;0;X122X112X2211X
2013;12;1;0;0;21XX122X21X21X
2013;11;2;4;8789465;11XX2212112111
2013;11;1;0;0;12211X1X12X111
2013;10;2;0;0;1112XX2X1121X2
2013;10;1;0;0;211XX1X21211X1
2013;9;2;0;0;1122X12X12121X
2013;9;1;0;0;221112111122XX
2013;8;2;3;1794275;11X1X1XX12X11X
2013;8;1;1;57145865;1X2222X11X1X11
2013;7;2;0;0;X11121X2X11X11
2013;7;1;0;0;XX11222X2X1XX1
2013;6;2;0;0;2X212X1X1XX111
2013;6;1;0;0;1211X2X2111112
2013;5;2;0;0;221121212111X1
2013;5;1;0;0;1XXX2X1X11X11X
2013;4;2;0;0;X211X122XX122X
2013;4;1;0;0;X1X1X11XX11X1X
2013;3;2;28;205550;111XX2XX1X11XX
2013;3;1;0;0;1X22X2X211XXXX
2013;2;2;5;951425;2X11211X1111X2
2013;2;1;5;267050;1121111211111X
2013;1;2;1;4726460;12XXX111211121
2013;1;1;10;93050;1X11221X11111X
2012;52;2;1;5753060;12221XX2211X11
2012;52;1;0;0;121X2X1211X221
2012;51;2;3;1798265;2X221121X12111
2012;51;1;0;0;22211111X1X222
2012;50;2;2;3611755;111222X1111121
2012;50;1;0;0;222X1111X21X21
2012;49;2;5;1220970;22111111122211
2012;49;1;0;0;1X12X11112122X
2012;48;2;13;652385;1X112X2X11211X
2012;48;1;0;0;X21121121XX121
2012;47;2;0;0;21XXX1X21X21X1
2012;47;1;25;343470;12X111X221112X
2012;46;2;0;0;X12112112XXXX1
2012;46;1;0;0;221X22X12222XX
2012;45;2;1;26595620;1121221X2X2211
2012;45;1;0;0;XXX1XX11111112
2012;44;2;0;0;X1X11211121XX1
2012;44;1;0;0;11111X1X1X112X
2012;43;2;0;0;211X1221221X22
2012;43;1;0;0;1211122111XX11
2012;42;2;0;0;22X121X2111112
2012;42;1;0;0;12X221211X1X12
2012;41;2;1;5669400;22X2X2X2X12111
2012;41;1;0;0;112XX1221211X2
2012;40;2;20;157880;112111XX12122X
2012;40;1;1;2598185;22X1122211X2X1
2012;39;2;2;7796475;221111222X1121
2012;39;1;0;0;X212221XXX1122
2012;38;2;0;0;211XX1121XX2X2
2012;38;1;4;1223835;12122X111X112X
2012;37;2;0;0;1121X211222122
2012;37;1;2;976360;211112X1X12X2X
2012;36;2;1;3386170;12X22X2221X111
2012;36;1;0;0;XX2121X2X112X1
2012;35;2;7;1355555;1X11X212211221
2012;35;1;0;0;1X2XX112X12121
2012;34;2;0;0;122212XX12X222
2012;34;1;4;4712635;1111111XX1111X
2012;33;2;0;0;2111X112X1121X
2012;33;1;0;0;X22X22112X11X2
2012;32;2;0;0;11X1122X222221
2012;32;1;0;0;221222X21122X2
2012;31;2;0;0;221X1122112X12
2012;31;1;0;0;X21XX2111XXXX1
2012;30;2;0;0;X21222X1111121
2012;30;1;1;7406830;111X111221X12X
2012;29;2;0;0;212212X1X22121
2012;29;1;0;0;111111X2X1X112
2012;28;2;0;0;11X121XX2X2112
2012;28;1;4;5702540;X2X1X1111X1111
2012;27;2;0;0;1XX12211XX1111
2012;27;1;0;0;1X21X11XXX1122
2012;26;2;0;0;21211X21122211
2012;26;1;0;0;X1X112X1X12112
2012;25;2;0;0;11211X2X222XXX
2012;25;1;0;0;1221111X22121X
2012;24;2;0;0;212112111X1111
2012;24;1;0;0;2X22X1X12X2121
2012;23;2;0;0;21X2212X111211
2012;23;1;1;4365570;11X11121X111XX
2012;22;2;0;0;11X121X2XXX212
2012;22;1;9;709000;1121211111X211
2012;21;2;0;0;211X11121X22X1
2012;21;1;0;0;X1X11X11X11222
2012;20;2;1;4989465;X1122212112212
2012;20;1;0;0;X122111211XX2X
2012;19;2;116;46945;1X111211211121
2012;19;1;0;0;1X11112X221122
2012;18;2;4;1333275;221211121X1211
2012;18;1;0;0;121212222XXX11
2012;17;2;18;1129685;21X11X121X2121
2012;17;1;0;0;X122111X222221
2012;16;2;0;0;222XX21X11X22X
2012;16;1;0;0;11X11XXX2111X1
2012;15;2;0;0;2X12X12X112X22
2012;15;1;1;8677335;11111X11121122
2012;14;2;0;0;2X121X112X1X1X
2012;14;1;6;2057765;1111221111X1X2
2012;13;2;0;0;2222121XX11111
2012;13;1;0;0;22212XX21X212X
2012;12;2;0;0;1221X1121XX1X1
2012;12;1;0;0;1222X1221X211X
2012;11;2;1;3196965;112222212221XX
2012;11;1;22;964175;11111111X11122
2012;10;2;0;0;11X1X1111211X2
2012;10;1;0;0;11121X1XXXXXX1
2012;9;2;0;0;1XX112112X222X
2012;9;1;0;0;XX22X2222XXX12
2012;8;2;0;0;2112211X112112
2012;8;1;0;0;11112212121X12
2012;7;2;2;5044360;21221X11221X11
2012;7;1;0;0;2111XX1212X21X
2012;6;2;0;0;111XX121212221
2012;6;1;4;3852865;2X222212X11122
2012;5;2;0;0;XX2XXXX2211XXX
2012;5;1;0;0;X1X1X1X12112XX
2012;4;2;0;0;112XX2121X1112
2012;4;1;0;0;1211X1X111112X
2012;3;2;765;12235;111X211212X211
2012;3;1;0;0;212X1X112XX112
2012;2;2;1;5661790;1X1XX111121X12
2012;2;1;3;588625;1X211211211211
2012;1;2;1;3580880;111121122221XX
2012;1;1;1;10512720;X11111X1112121
2011;52;1;0;0;1X2XXX2111X211
2011;51;2;0;0;12X1XX21X121XX
2011;51;1;2;7731015;1112X1XX112X22
2011;50;2;0;0;2X21X1X111212X
2011;50;1;0;0;X21X11121X2121
2011;49;2;0;0;111X2XX2221X1X
2011;49;1;0;0;1X21X1X212X122
2011;48;2;3;2695415;1XXXXX1122111X
2011;48;1;0;0;212XXX11XX2122
2011;47;2;2;11095065;1X11X111X2121X
2011;47;1;0;0;11X2XX1X111222
2011;46;2;0;0;112X21121XX112
2011;46;1;0;0;1112121XXX2X12
2011;45;2;0;0;X21212XX12X1X1
2011;45;1;0;0;1XX122X122X121
2011;44;2;2;1744145;112X2XX2211112
2011;44;1;4;592830;211XX1121X1111
2011;43;2;2;1963030;11X2121X212112
2011;43;1;3;1924950;1X211X1X122X1X
2011;42;2;0;0;XX1212X2X211X2
2011;42;1;11;725035;1X22221112X111
2011;41;2;0;0;1X211221112XX1
2011;41;1;0;0;X1121111121X12
2011;40;2;21;275090;22X21X121X1112
2011;40;1;0;0;X21XX2X21X1X1X
2011;39;2;1;4113010;11X1X112122111
2011;39;1;1;1799150;11X11X112111XX
2011;38;2;38;302280;11211112X1XXX2
2011;38;1;0;0;X11221X1X211XX
2011;37;2;0;0;X22X11121X2121
2011;37;1;0;0;1XX211X2X2XX2X
2011;36;2;1;4076475;12211121112221
2011;36;1;67;28205;22111XXX11111X
2011;35;2;2;2771145;1212X22121221X
2011;35;1;0;0;2XXX11X2X22211
2011;34;2;5;1016090;21212XX1111221
2011;34;1;2;12201740;11211X11222212
2011;33;2;0;0;12121X22122X2X
2011;33;1;0;0;1X2X111111X221
2011;32;2;0;0;2X1212XX1XX21X
2011;32;1;0;0;112211X1X2X1XX
2011;31;2;0;0;2X11121222XX21
2011;31;1;0;0;X11211XXX2X2X1
2011;30;2;0;0;X2XX1112121212
2011;30;1;1;15733595;1X1X122XXXX1X1
2011;29;2;0;0;21XX2X2X2X2121
2011;29;1;0;0;1111X2121XX111
2011;28;2;0;0;1211122X111111
2011;28;1;31;343795;112X11X1211XX2
2011;27;2;0;0;X11X1X121X1X11
2011;27;1;0;0;1111X22211X1X2
2011;26;2;0;0;21X1X11111212X
2011;26;1;2;5097410;X121121X211221
2011;25;2;0;0;1111221211X21X
2011;25;1;0;0;1XX211X21X1XX1
2011;24;2;0;0;222221X22X11X1
2011;24;1;2;2270385;11111X12111122
2011;23;2;0;0;XXX1112112X1X1
2011;23;1;25;65675;21121X112XX11X
2011;22;2;1;3522690;2122XX1XX221X2
2011;22;1;0;0;11X11XX2121X11
2011;21;2;11;547115;1221X121X21112
2011;21;1;0;0;2122X11X22111X
2011;20;2;2;8502935;2121X11112X2XX
2011;20;1;0;0;1121X2111111X1
2011;19;2;0;0;1112X12112111X
2011;19;1;0;0;X1111XX1XX11X1
2011;18;2;0;0;1X2221212X1111
2011;18;1;0;0;X21X211X21X111
2011;17;2;7;659140;11222112111111
2011;17;1;41;362825;22112111211111
2011;16;2;0;0;1122X221X2111X
2011;16;1;0;0;22X1X1222XX12X
2011;15;2;0;0;2X2X11211XX1X2
2011;15;1;0;0;121221X2X22X2X
2011;14;2;8;2400400;11X1X211121122
2011;14;1;0;0;21211111X11X11
2011;13;2;0;0;1X12XX1X111X12
2011;13;1;0;0;1XX22X222XX1X2
2011;12;2;0;0;22121X2X1X1XXX
2011;12;1;0;0;1X1X12X2X11X21
2011;11;2;12;1289070;21112X1X11X111
2011;11;1;0;0;21X1X211X112X1
2011;10;2;0;0;11112X221XX212
2011;10;1;0;0;111X2X22X12111
2011;9;2;1;8819760;X1111122211X11
2011;9;1;0;0;1211121XXX1112
2011;8;2;2;4552095;122XX22X2XX122
2011;8;1;0;0;2X2X11211X11X2
2011;7;2;9;926410;1111X2111121X1
2011;7;1;0;0;2X2122212XX2XX
2011;6;1;1;18959630;12122X1X122211
2011;5;1;0;0;11X112XX12XX21
2011;4;1;0;0;21212222122112
2011;3;1;0;0;1XX221211X21XX
2011;2;1;1;13338195;11X22XX11121XX
2011;1;1;0;0;121X122XX12X21
2010;52;1;13;1594100;21111112X11122
2010;51;1;0;0;22X1X122111122
2010;50;1;0;0;2111X2X221X111
2010;49;1;0;0;12XX11121XX21X
2010;48;1;8;644790;112XX112X11212
2010;47;1;2;9767920;11X111XXX1X111
2010;46;1;0;0;221221X21121XX
2010;45;1;0;0;X2X2X2211X11X2
2010;44;1;0;0;111X121X212111
2010;43;1;2;5274225;21121221222211
2010;42;1;0;0;X1121X21XX112X
2010;41;1;40;1386730;1121X221121111
2010;40;1;0;0;122XX211221112
2010;39;1;0;0;111X121X2X211X
2010;38;1;0;0;212X2112XX1X22
2010;37;1;0;0;X2X11XX22X2212
2010;36;1;0;0;11XX2X1111111X
2010;35;1;0;0;121222X2X11XX2
2010;34;1;0;0;122222222X1X11
2010;33;1;0;0;11112X111221X2
2010;32;1;40;166360;122222211XX11X
2010;31;1;0;0;122122122X21X1
2010;30;1;1;6921055;111XX11X1XX11X
2010;29;1;0;0;2212211X222X12
2010;28;1;1;13290615;X2111XX11XX211
2010;27;1;0;0;X21221XXX22212
2010;26;1;0;0;2211X221X12122
2010;25;1;1;11264620;1X111X2X2X21X2
2010;24;1;0;0;1X22X222X11111
2010;23;1;0;0;11X222122111X1
2010;22;1;143;24305;111111X1X11X11
2010;21;1;1;5522905;2X1111111XXX12
2010;20;1;6;752125;22XX11212XX11X
2010;19;1;56;218220;2221X12111121X
2010;18;1;0;0;2X12XXX111121X
2010;17;1;1;22323975;1X211XX2X12X22
2010;16;1;0;0;21XX21111121X2
2010;15;1;0;0;121121XXX12112
2010;14;1;0;0;11221X222X11X1
2010;13;1;3;13474560;112211221XX11X
2010;12;1;0;0;212X22X11X1111
2010;11;1;0;0;111X11X21X1X11
2010;10;1;0;0;221212121X2X11
2010;9;1;0;0;X21X11122X111X
2010;8;1;0;0;X22X1X21X1X122
2010;7;1;0;0;1X2X2X11X211X2
2010;6;1;29;372760;12X1211111112X
2010;5;1;0;0;XX1X2212XX1112
2010;4;1;1;15126710;12X1111XXX212X
2010;3;1;0;0;X21X1X222X2121
2010;2;1;1;5340475;1121211X112112
2010;1;1;4;2456160;XXXX11211111X2
2009;53;1;0;0;1211X1221X1X1X
2009;52;1;22;1802690;XX1X1XX11X1112
2009;51;1;0;0;11X21111112111
2009;50;1;0;0;22X12X21X1122X
2009;49;1;0;0;11XXXXX1111111
2009;48;1;0;0;X22X1121211222
2009;47;1;0;0;221X2XX2221X11
2009;46;1;2;2998620;X21111XX221211
2009;45;1;1;18014240;X221XXX221221X
2009;44;1;0;0;22XXXX221121X1
2009;43;1;0;0;111X2X11212212
2009;42;1;46;107070;112X11211X2X11
2009;41;1;8;2351060;1111212121111X
2009;40;1;0;0;XX1112221XX111
2009;39;1;0;0;122211112XXX11
2009;38;1;3;1929535;1X22X2XX2X1111
2009;37;1;1;5293855;122211121X12X2
2009;36;1;6;3759720;2X1XX211X122X2
2009;35;1;0;0;11X212X2122211
2009;34;1;0;0;1X2X12122X1111
2009;33;1;0;0;XX1X2111122211
2009;32;1;0;0;211XX2XX121X1X
2009;31;1;11;811465;22222X2X222112
2009;30;1;0;0;X121221111XX21
2009;29;1;1;16865450;1X12112212111X
2009;28;1;0;0;11XXX1112X2221
2009;27;1;0;0;111XX22212XX11
2009;26;1;0;0;11X12X1XX122X2
2009;25;1;1;8772870;22XX111XXXX122
2009;24;1;0;0;12111X211XX1X2
2009;23;1;7;879945;222X21XX2X1212
2009;22;1;68;260225;12121111XX11X1
2009;21;1;0;0;1X121XX211X222
2009;20;1;0;0;12122XX1111XX1
2009;19;1;2;2351130;21111112X2X21X
2009;18;1;1;21294400;1X2211X121XX11
2009;17;1;0;0;21112111121XX1
2009;16;1;0;0;2222X1112X111X
2009;15;1;1;13193530;21X1X1111212X1
2009;14;1;0;0;2112112X2X1X12
2009;13;1;1;8732715;22XX1X2222X211
2009;12;1;1;7112785;121XX12121112X
2009;11;1;12;4271020;2XX11112XX2121
2009;10;1;0;0;12X111XXX22212
2009;9;1;0;0;X211X2211X21XX
2009;8;1;0;0;2121X121221212
2009;7;1;0;0;1X2X1XX1X1XXX1
2009;6;1;0;0;X12X11112X211X
2009;5;1;0;0;X111X12X21XX12
2009;4;1;1;24625090;X1XX212X2X2111
2009;3;1;0;0;2122111121222X
2009;2;1;0;0;1XX11XX21112XX
2009;1;1;0;0;1XXX2X2X211112
2008;52;1;1;14475770;2121X11X11X1XX
2008;51;1;0;0;12X1122X12X211
2008;50;1;1;4919340;211X1XXX111XX1
2008;49;1;8;1785500;X2112121222122
2008;48;1;0;0;11122XX1111221
2008;47;1;0;0;121211111XX2XX
2008;46;1;1;10616350;11111XX1211121
2008;45;1;0;0;2X1X1X121X211X
2008;44;1;1;12176930;112112X22111X1
2008;43;1;0;0;12XXX1112X2122
2008;42;1;3;2142295;X212121X211111
2008;41;1;263;53835;1X11121XX1X1X1
2008;40;1;0;0;X2212XX121212X
2008;39;1;1;7239005;211112X1X12121
2008;38;1;8;736595;21211111212XX1
2008;37;1;2;9152310;12X1XX11111111
2008;36;1;0;0;XX2XX12111X1X2
2008;35;1;0;0;22111X111X22XX
2008;34;1;0;0;XX1X12XX12121X
2008;33;1;1;5516205;X22112211211X2
2008;32;1;55;86640;2221X121X22112
2008;31;1;3;1014255;121XX11X111112
2008;30;1;8;439415;2X1112111112X1
2008;29;1;3;1338020;X12X1112112111
2008;28;1;2;8254645;211X1222221XX1
2008;27;1;0;0;2212XX2XX12111
2008;26;1;0;0;11212211XXX212
2008;25;1;0;0;XX121X2212X2XX
2008;24;1;2;4191315;2211122X11X111
2008;23;1;0;0;2121X12211X111
2008;22;1;10;878880;11XX11X11X2X1X
2008;21;1;0;0;1111X121XX2222
2008;20;1;4;5730555;12211122XXX221
2008;19;1;0;0;X112122112XX11
2008;18;1;0;0;1112X11121211X
2008;17;1;6;3542530;X12XXXXX112X11
2008;16;1;0;0;X2X1X121112122
2008;15;1;0;0;X11212111X1211
2008;14;1;26;899005;122111111121X1
2008;13;1;0;0;X2XX2XXXX22211
2008;12;1;0;0;1XX1XX21212211
2008;11;1;0;0;X11X2X21X11111
2008;10;1;6;2981245;12X111XX212212
2008;9;1;0;0;1111X2111X2X11
2008;8;1;0;0;21111XXX1121X1
2008;7;1;94;206160;1221X11X112112
2008;6;1;0;0;XXX212XX1112X2
2008;5;1;0;0;22XX21211X11X2
2008;4;1;21;330300;X2X111X1X21XX2
2008;3;1;10;2856260;22211XX21122X2
2008;2;1;0;0;1X1XX222212221
2008;1;1;0;0;222X122X1X22XX
2007;52;1;0;0;X12111222X2XXX
2007;51;1;36;196710;11111XXX1XX112
2007;50;1;2;9667040;11XX11212XX212
2007;49;1;0;0;XXXX1111111X11
2007;48;1;2;3643615;11212X1X21X212
2007;47;1;2;3018343;11222112122XX1
2007;46;1;2;18382203;12121X11111121
2007;45;1;0;0;1X11X111221XX2
2007;44;1;0;0;X11112112X2XXX
2007;43;1;0;0;X1XX11X21122XX
2007;42;1;0;0;211X1XXX2122XX
2007;41;1;2;4074760;1X12XX1X1221X1
2007;40;1;1;40877715;22X22111X1X212
2007;39;1;0;0;1XX12112122X12
2007;38;1;0;0;111122X122XX1X
2007;37;1;0;0;X111X122X1XX22
2007;36;1;0;0;12XXXX211XX21X
2007;35;1;1;4392526;1X1112X121212X
2007;34;1;19;703931;1111211XX12X22
2007;33;1;0;0;X22121212XX1X2
2007;32;1;0;0;1X12X2222X2221
2007;31;1;4;1382737;X1XXX22X221222
2007;30;1;5;4187772;111111X212X11X
2007;29;1;0;0;12112111XX2XXX
2007;28;1;0;0;1112221X221221
2007;27;1;0;0;211221XX21X121
2007;26;1;0;0;112222X2121X11
2007;25;1;2;2294309;112XX211112112
2007;24;1;3;4287161;112222X2X12211
2007;23;1;0;0;2X2221XX11X21X
2007;22;1;25;247219;112221X2212221
2007;21;1;66;102542;X1111111112111
2007;20;1;2;5702257;X12121211221XX
2007;19;1;0;0;X122212121X121
2007;18;1;1;14206896;12X11222112X2X
2007;17;1;0;0;22122X1112X221
2007;16;1;0;0;221112X1112122
2007;15;1;5;2136216;2212111X1X2122
2007;14;1;0;0;21X1X2222X1121
2007;13;1;16;347582;1X2X1111XX1X2X
2007;12;1;3;2374328;12122221X2XX11
2007;11;1;56;214456;1X1X11111X211X
2007;10;1;0;0;12X11XXXXX21X1
2007;9;1;3;2069012;11121112X12111
2007;8;1;5;2806932;1X11112X22111X
2007;7;1;0;0;12122X21X11X22
2007;6;1;1;15438944;1X1X1112X21211
2007;5;1;0;0;22XX11221XX212
2007;4;1;12;1197618;X2121121221112
2007;3;1;0;0;2X211X1111XX1X
2007;2;1;2;6908635;12111X11X21X2X
2007;1;1;0;0;XXX211X21X121X
2006;52;1;0;0;111X11121X1212
2006;51;1;107;60591;1111X211X21221
2006;50;1;49;390031;X2X12112X11X21
2006;49;1;0;0;12XXX112122XX1
2006;48;1;0;0;XX1121211X12XX
2006;47;1;129;116878;1X211X11112XX2
2006;46;1;0;0;X122X12X1X211X
2006;45;1;2;3293450;2XX21XX2121112
2006;44;1;1;32503845;2XX1X11XX1X111
2006;43;1;0;0;121X2X12212X11
2006;42;1;0;0;21121XX1111XX1
2006;41;1;0;0;122X11X21X21X2
2006;40;1;0;0;2X11121XX11X11
2006;39;1;1;6868793;111XX112XX211X
2006;38;1;4;1021060;1XXX1X1XX112X1
2006;37;1;1;35212158;1121111X212212
2006;36;1;0;0;21XXXXX1121XX1
2006;35;1;0;0;22222X112XX1X1
2006;34;1;0;0;X22X12XX122121
2006;33;1;5;3381878;21XXX12X111112
2006;32;1;0;0;X111X2X11XX212
2006;31;1;0;0;21X112X111122X
2006;30;1;2;2420390;X1212212111111
2006;29;1;1;18376631;XXX12212X12211
2006;28;1;0;0;X111X21XX121X2
2006;27;1;0;0;X111XX121X2212
2006;26;1;0;0;X2X21X11111121
2006;25;1;1;7405739;1X12X111211121
2006;24;1;0;0;12XX11122XX1XX
2006;23;1;1;18077092;1X121X1XXXX222
2006;22;1;0;0;X211111112X112
2006;21;1;0;0;221X1XX11X212X
2006;20;1;4;1114835;21X111111X22X2
2006;19;1;5;2446825;12X2X11XX21112
2006;18;1;0;0;221XXX1X12X121
2006;17;1;11;978870;21X1X11111X2X2
2006;16;1;0;0;21211X2XX12XXX
2006;15;1;2;2974153;12XX1XX1XX1X22
2006;14;1;5;4188707;11221X1X12121X
2006;13;1;0;0;X21111X221XX11
2006;12;1;0;0;122XXX2X1X1111
2006;11;1;2;14912713;1112X1212122X1
2006;10;1;0;0;121XX11112121X
2006;9;1;0;0;2X221X1X12X11X
2006;8;1;8;809552;11122111221212
2006;7;1;7;1652897;2X211111XX1212
2006;6;1;0;0;12X211X1XX1222
2006;5;1;107;128936;11XX1XXX12111X
2006;4;1;0;0;1X1112222X21X2
2006;3;1;1;6876359;1X21X111X11221
2006;2;1;3;3573259;12112X1111XXX1
2006;1;1;0;0;2X22X1X2112X21
2005;52;1;1;4627759;X11111X12121X2
2005;51;1;4;2255812;211112XX122121
2005;50;1;2;4155754;121XX11XXXX2X2
2005;49;1;6;4222579;1X11XX12121X21
2005;48;1;0;0;X1222112X2112X
2005;47;1;0;0;X2X1221XXX122X
2005;46;1;0;0;222112XXX1211X
2005;45;1;2;2875239;211X122X2X12X2
2005;44;1;14;351919;1211111XX2X212
2005;43;1;9;570980;1111X2X11X111X
2005;42;1;74;172774;11X112XXX1212X
2005;41;1;0;0;112X1XX2221112
2005;40;1;127;113793;112112X1121222
2005;39;1;0;0;1X112X21X22211
2005;38;1;12;1893253;2XX2111X1121X2
2005;37;1;0;0;X2XX112X2X111X
2005;36;1;0;0;12X212X1X12121
2005;35;1;16;644366;1212XX1XX22111
2005;34;1;0;0;X1221X1X2X11X2
2005;33;1;5;862900;22X112111X1121
2005;32;1;1;6855568;22112XX2XXX122
2005;31;1;1;8206030;21X11X1X1X1122
2005;30;1;0;0;1X2221121XX2X2
2005;29;1;11;410027;111X11X2XX112X
2005;28;1;1;28507689;2X1X2XX122X112
2005;27;1;0;0;X2212122X2XX21
2005;26;1;0;0;22X2X111111122
2005;25;1;0;0;11122211X21XX1
2005;24;1;0;0;X221222221X111
2005;23;1;188;25246;21111111211112
2005;22;1;86;81693;2211X1X1XX2X11
2005;21;1;4;1475675;X1X1XXXX1X2X22
2005;20;1;7;1406235;1112222X1XXXX2
2005;19;1;0;0;1X1111X2X11XXX
2005;18;1;3;4413383;21211X2X22211X
2005;17;1;0;0;2121X211X11X12
2005;16;1;3;7847318;11211111X1X112
2005;15;1;0;0;122X2212221112
2005;14;1;0;0;X11212212122X2
2005;13;1;0;0;X212X21211XXX1
2005;12;1;74;99752;122121221XX111
2005;11;1;76;94269;11211121111112
2005;10;1;1;10007401;2X21X1112X1122
2005;9;1;1;7623373;121211X221112X
2005;8;1;36;177651;11121XXX12X112
2005;7;1;58;133164;1112X212X1X211
2005;6;1;215;200908;11X11111111112
2005;5;1;0;0;1X222XX1211XX1
2005;4;1;0;0;2X11112X112112
2005;3;1;0;0;212X12X21X1212
2005;2;1;0;0;21X1XXXX2111XX
2005;1;1;3;3097985;X2111211X1121X
2004;53;1;0;0;211X211X122212
2004;52;1;22;319814;X112X112121222
2004;51;1;23;677483;1X11121X1X2121
2004;50;1;0;0;X2X22XXX121XX2
2004;49;1;15;453337;X2211X11211112
2004;48;1;114;55638;1111222X12211X
2004;47;1;2;8473007;X2111X21112112
2004;46;1;0;0;X2111212X21X12
2004;45;1;0;0;111X1X1X1211XX
2004;44;1;1;6056019;212X1211112X11
2004;43;1;1;5420968;2112X211121XXX
2004;42;1;3;2001352;2121111121212X
2004;41;1;1;9859514;11211X22XXX1X1
2004;40;1;0;0;X122X21121XX2X
2004;39;1;1;27910016;12121111X12XX2
2004;38;1;0;0;12X1X1X21XX211
2004;37;1;0;0;112X11X112X212
2004;36;1;0;0;12XX2X2X1X2112
2004;35;1;0;0;11X12X1X2122X1
2004;34;1;24;1183580;2X11X2121121X1
2004;33;1;0;0;2XX12X21X21X21
2004;32;1;0;0;21222X2X21X1X1
2004;31;1;0;0;21X1X1111XXX1X
2004;30;1;0;0;1X122X121X112X
2004;29;1;8;420354;2XX1211211XXXX
2004;28;1;6;951244;12X1X111211112
2004;27;1;0;0;21111X2X122X2X
2004;26;1;2;4530240;222121X1111121
2004;25;1;0;0;X21112111X1X12
2004;24;1;1;7791455;21XX12X1XX21X1
2004;23;1;0;0;221211XXX12X1X
2004;22;1;2;1826296;2111X2X1121222
2004;21;1;23;421079;1111X111X11X12
2004;20;1;0;0;22211XX11212X1
2004;19;1;9;1077812;21111111111121
2004;18;1;0;0;X2212XX111112X
2004;17;1;12;396807;1211121X11X1XX
2004;16;1;5;988016;121X211X22111X
2004;15;1;446;12080;1121121211X122
2004;14;1;6;822695;XX1X2X121212X1
2004;13;1;1;17267105;X2212X1111X22X
2004;12;1;0;0;1XXX12XX2X121X
2004;11;1;0;0;X1X1121111XXX2
2004;10;1;6;824231;XXX2X1212X2X11
2004;9;1;1;14005753;1X1112X2112112
2004;8;1;0;0;112X1X12122X11
2004;7;1;1;11234567;1X21X2X12X2X21
2004;6;1;0;0;X1221X211212X1
2004;5;1;8;1941983;11X11111121X11
2004;4;1;0;0;11212X1112XXXX
2004;3;1;0;0;2X112XXX121212
2004;2;1;2;2218957;12212X1121221X
2004;1;1;1;3762554;11X11222X21X12
2003;52;1;1;11739646;121X12122112XX
2003;51;1;0;0;XX212221X2XXX1
2003;50;1;8;622702;11X22X11X221X1
2003;49;1;1;21987918;XXX12X11X21212
2003;48;1;0;0;1X2X1XX11121X2
2003;47;1;0;0;X1X1X221212212
2003;46;1;0;0;12X221XX112X12
2003;45;1;167;54765;X2X211211X1X21
2003;44;1;0;0;121X1111X2X222
2003;43;1;23;291032;1XX2X211121X2X
2003;42;1;2;2239079;122212X122XX11
2003;41;1;18;305979;2221111X12XX12
2003;40;1;6;739375;211111212111X2
2003;39;1;5;2793414;111X2X21X222XX
2003;38;1;0;0;22XX11121212XX
2003;37;1;0;0;121121X222122X
