csapat;versenyzo;eletkor;palya;korido;kor
SzélTiks;Rohamos Rebeka;26;International Circuit;00:01:09;29
SzélTiks;Rohamos Rebeka;26;International Circuit;00:01:12;30
SzélTiks;Rohamos Rebeka;26;International Circuit;00:01:21;31
SzélTiks;Rohamos Rebeka;26;International Circuit;00:01:13;32
SzélTiks;Rohamos Rebeka;26;International Circuit;00:01:34;33
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:27;1
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:09;2
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:09;3
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:18;4
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:16;5
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:27;6
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:08;7
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:30;8
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:29;9
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:34;10
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:34;11
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:15;12
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:16;13
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:08;14
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:10;15
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:22;16
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:34;17
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:07;18
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:22;19
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:11;20
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:10;21
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:20;22
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:33;23
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:05;24
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:07;25
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:23;26
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:16;27
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:14;28
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:13;29
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:29;30
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:28;31
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:11;32
RemeteRákok;Lendületes Levente;27;International Circuit;00:01:23;33
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:13;1
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:14;2
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:30;3
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:34;4
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:18;5
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:11;6
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:15;7
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:24;8
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:09;9
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:10;10
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:06;11
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:25;12
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:15;13
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:18;14
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:17;15
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:09;16
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:05;17
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:13;18
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:28;19
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:30;20
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:20;21
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:26;22
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:19;23
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:09;24
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:20;25
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:09;26
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:15;27
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:34;28
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:11;29
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:11;30
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:09;31
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:17;32
RemeteRákok;Száguldó Simon;20;International Circuit;00:01:11;33
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:14;1
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:22;2
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:07;3
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:29;4
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:21;5
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:33;6
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:12;7
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:21;8
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:21;9
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:24;10
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:25;11
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:23;12
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:14;13
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:06;14
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:15;15
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:11;16
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:22;17
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:07;18
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:19;19
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:18;20
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:32;21
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:08;22
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:29;23
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:09;24
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:05;25
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:30;26
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:27;27
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:08;28
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:11;29
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:13;30
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:09;31
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:08;32
CsigaCsapat;Szélvész Sára;22;International Circuit;00:01:15;33
CsigaCsapat;Gyors György;29;International Circuit;00:01:25;1
CsigaCsapat;Gyors György;29;International Circuit;00:01:09;2
CsigaCsapat;Gyors György;29;International Circuit;00:01:23;3
CsigaCsapat;Gyors György;29;International Circuit;00:01:33;4
CsigaCsapat;Gyors György;29;International Circuit;00:01:32;5
CsigaCsapat;Gyors György;29;International Circuit;00:01:17;6
CsigaCsapat;Gyors György;29;International Circuit;00:01:11;7
CsigaCsapat;Gyors György;29;International Circuit;00:01:34;8
CsigaCsapat;Gyors György;29;International Circuit;00:01:32;9
CsigaCsapat;Gyors György;29;International Circuit;00:01:20;10
CsigaCsapat;Gyors György;29;International Circuit;00:01:27;11
CsigaCsapat;Gyors György;29;International Circuit;00:01:22;12
CsigaCsapat;Gyors György;29;International Circuit;00:01:34;13
CsigaCsapat;Gyors György;29;International Circuit;00:01:08;14
CsigaCsapat;Gyors György;29;International Circuit;00:01:11;15
CsigaCsapat;Gyors György;29;International Circuit;00:01:06;16
CsigaCsapat;Gyors György;29;International Circuit;00:01:28;17
CsigaCsapat;Gyors György;29;International Circuit;00:01:05;18
CsigaCsapat;Gyors György;29;International Circuit;00:01:34;19
CsigaCsapat;Gyors György;29;International Circuit;00:01:22;20
CsigaCsapat;Gyors György;29;International Circuit;00:01:26;21
CsigaCsapat;Gyors György;29;International Circuit;00:01:07;22
CsigaCsapat;Gyors György;29;International Circuit;00:01:26;23
CsigaCsapat;Gyors György;29;International Circuit;00:01:18;24
CsigaCsapat;Gyors György;29;International Circuit;00:01:18;25
CsigaCsapat;Gyors György;29;International Circuit;00:01:32;26
CsigaCsapat;Gyors György;29;International Circuit;00:01:18;27
CsigaCsapat;Gyors György;29;International Circuit;00:01:22;28
CsigaCsapat;Gyors György;29;International Circuit;00:01:12;29
CsigaCsapat;Gyors György;29;International Circuit;00:01:13;30
CsigaCsapat;Gyors György;29;International Circuit;00:01:15;31
CsigaCsapat;Gyors György;29;International Circuit;00:01:11;32
CsigaCsapat;Gyors György;29;International Circuit;00:01:10;33
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:28;1
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:30;2
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:26;3
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:11;4
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:11;5
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:15;6
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:08;7
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:19;8
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:13;9
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:15;10
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:07;11
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:06;12
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:32;13
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:29;14
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:23;15
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:30;16
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:18;17
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:26;18
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:08;19
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:22;20
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:17;21
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:31;22
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:27;23
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:26;24
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:09;25
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:17;26
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:30;27
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:23;28
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:17;29
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:05;30
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:06;31
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:22;32
OlajozottMénkű;Égető Erik;21;International Circuit;00:01:09;33
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:30;1
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:22;2
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:14;3
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:16;4
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:33;5
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:26;6
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:21;7
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:19;8
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:11;9
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:10;10
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:07;11
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:33;12
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:28;13
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:30;14
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:31;15
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:30;16
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:21;17
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:20;18
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:18;19
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:21;20
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:25;21
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:24;22
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:12;23
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:29;24
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:31;25
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:30;26
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:13;27
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:14;28
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:09;29
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:31;30
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:10;31
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:28;32
OlajozottMénkű;Élénk Egon;25;International Circuit;00:01:19;33
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:14;1
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:05;2
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:11;3
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:26;4
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:31;5
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:13;6
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:33;7
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:10;8
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:14;9
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:22;10
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:09;11
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:06;12
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:24;13
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:16;14
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:06;15
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:10;16
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:12;17
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:14;18
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:10;19
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:21;20
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:27;21
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:06;22
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:28;23
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:05;24
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:10;25
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:26;26
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:10;27
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:25;28
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:05;29
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:21;30
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:34;31
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:24;32
TeljesGőz;Expressz Ernő;30;International Circuit;00:01:14;33
TeljesGőz;Heves Henrik;29;International Circuit;00:01:25;1
TeljesGőz;Heves Henrik;29;International Circuit;00:01:16;2
TeljesGőz;Heves Henrik;29;International Circuit;00:01:24;3
TeljesGőz;Heves Henrik;29;International Circuit;00:01:08;4
TeljesGőz;Heves Henrik;29;International Circuit;00:01:06;5
TeljesGőz;Heves Henrik;29;International Circuit;00:01:29;6
TeljesGőz;Heves Henrik;29;International Circuit;00:01:33;7
TeljesGőz;Heves Henrik;29;International Circuit;00:01:18;8
TeljesGőz;Heves Henrik;29;International Circuit;00:01:08;9
TeljesGőz;Heves Henrik;29;International Circuit;00:01:06;10
TeljesGőz;Heves Henrik;29;International Circuit;00:01:26;11
TeljesGőz;Heves Henrik;29;International Circuit;00:01:34;12
TeljesGőz;Heves Henrik;29;International Circuit;00:01:13;13
TeljesGőz;Heves Henrik;29;International Circuit;00:01:05;14
TeljesGőz;Heves Henrik;29;International Circuit;00:01:15;15
TeljesGőz;Heves Henrik;29;International Circuit;00:01:21;16
TeljesGőz;Heves Henrik;29;International Circuit;00:01:23;17
TeljesGőz;Heves Henrik;29;International Circuit;00:01:34;18
TeljesGőz;Heves Henrik;29;International Circuit;00:01:07;19
TeljesGőz;Heves Henrik;29;International Circuit;00:01:27;20
TeljesGőz;Heves Henrik;29;International Circuit;00:01:26;21
TeljesGőz;Heves Henrik;29;International Circuit;00:01:06;22
TeljesGőz;Heves Henrik;29;International Circuit;00:01:29;23
TeljesGőz;Heves Henrik;29;International Circuit;00:01:14;24
TeljesGőz;Heves Henrik;29;International Circuit;00:01:21;25
TeljesGőz;Heves Henrik;29;International Circuit;00:01:12;26
TeljesGőz;Heves Henrik;29;International Circuit;00:01:34;27
TeljesGőz;Heves Henrik;29;International Circuit;00:01:09;28
TeljesGőz;Heves Henrik;29;International Circuit;00:01:19;29
TeljesGőz;Heves Henrik;29;International Circuit;00:01:24;30
TeljesGőz;Heves Henrik;29;International Circuit;00:01:21;31
TeljesGőz;Heves Henrik;29;International Circuit;00:01:14;32
TeljesGőz;Heves Henrik;29;International Circuit;00:01:08;33
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:08;1
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:25;2
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:30;3
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:34;4
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:31;5
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:28;6
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:11;7
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:24;8
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:21;9
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:14;10
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:34;11
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:08;12
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:16;13
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:22;14
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:22;15
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:34;16
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:18;17
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:21;18
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:07;19
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:29;20
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:13;21
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:29;22
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:12;23
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:12;24
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:33;25
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:21;26
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:18;27
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:09;28
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:18;29
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:15;30
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:09;31
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:08;32
Rakéták;Nyílsebes Nóra;20;International Circuit;00:01:07;33
Rakéták;Postakocsi Petra;19;International Circuit;00:01:06;1
Rakéták;Postakocsi Petra;19;International Circuit;00:01:31;2
Rakéták;Postakocsi Petra;19;International Circuit;00:01:09;3
Rakéták;Postakocsi Petra;19;International Circuit;00:01:28;4
Rakéták;Postakocsi Petra;19;International Circuit;00:01:16;5
Rakéták;Postakocsi Petra;19;International Circuit;00:01:08;6
Rakéták;Postakocsi Petra;19;International Circuit;00:01:27;7
Rakéták;Postakocsi Petra;19;International Circuit;00:01:05;8
Rakéták;Postakocsi Petra;19;International Circuit;00:01:12;9
Rakéták;Postakocsi Petra;19;International Circuit;00:01:12;10
Rakéták;Postakocsi Petra;19;International Circuit;00:01:31;11
Rakéták;Postakocsi Petra;19;International Circuit;00:01:28;12
Rakéták;Postakocsi Petra;19;International Circuit;00:01:09;13
Rakéták;Postakocsi Petra;19;International Circuit;00:01:31;14
Rakéták;Postakocsi Petra;19;International Circuit;00:01:23;15
Rakéták;Postakocsi Petra;19;International Circuit;00:01:32;16
Rakéták;Postakocsi Petra;19;International Circuit;00:01:16;17
Rakéták;Postakocsi Petra;19;International Circuit;00:01:34;18
Rakéták;Postakocsi Petra;19;International Circuit;00:01:31;19
Rakéták;Postakocsi Petra;19;International Circuit;00:01:17;20
Rakéták;Postakocsi Petra;19;International Circuit;00:01:13;21
Rakéták;Postakocsi Petra;19;International Circuit;00:01:29;22
Rakéták;Postakocsi Petra;19;International Circuit;00:01:14;23
Rakéták;Postakocsi Petra;19;International Circuit;00:01:13;24
Rakéták;Postakocsi Petra;19;International Circuit;00:01:17;25
Rakéták;Postakocsi Petra;19;International Circuit;00:01:15;26
Rakéták;Postakocsi Petra;19;International Circuit;00:01:24;27
Rakéták;Postakocsi Petra;19;International Circuit;00:01:13;28
Rakéták;Postakocsi Petra;19;International Circuit;00:01:16;29
Rakéták;Postakocsi Petra;19;International Circuit;00:01:05;30
Rakéták;Postakocsi Petra;19;International Circuit;00:01:12;31
Rakéták;Postakocsi Petra;19;International Circuit;00:01:17;32
Rakéták;Postakocsi Petra;19;International Circuit;00:01:24;33
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:11;1
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:21;2
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:19;3
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:19;4
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:23;5
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:32;6
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:34;7
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:09;8
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:33;9
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:10;10
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:23;11
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:19;12
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:11;13
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:09;14
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:23;15
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:23;16
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:34;17
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:16;18
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:27;19
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:14;20
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:06;21
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:30;22
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:07;23
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:07;24
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:29;25
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:21;26
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:22;27
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:21;28
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:25;29
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:33;30
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:29;31
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:14;32
Versenylovak;Fürge Ferenc;29;Record Raceway;00:01:13;33
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:20;1
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:06;2
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:25;3
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:16;4
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:10;5
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:34;6
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:34;7
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:33;8
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:28;9
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:31;10
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:08;11
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:25;12
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:20;13
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:29;14
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:12;15
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:28;16
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:19;17
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:30;18
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:23;19
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:22;20
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:24;21
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:14;22
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:33;23
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:26;24
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:07;25
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:34;26
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:08;27
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:08;28
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:08;29
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:15;30
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:09;31
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:08;32
Versenylovak;Sebes Szilárd;27;Record Raceway;00:01:25;33
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:05;1
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:22;2
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:24;3
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:26;4
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:05;5
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:18;6
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:08;7
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:06;8
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:32;9
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:15;10
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:11;11
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:30;12
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:13;13
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:34;14
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:19;15
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:33;16
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:16;17
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:08;18
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:24;19
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:25;20
MintaPinty;Szapora Szervác;19;Record Raceway;00:01:18;21
